This file is created using RaceChrono v4.3.6 ( http://www.racechrono.com/ ).

Session title,"Zandvoort"
Session type,Lap timing
Track name,"Zandvoort"
Driver name,
Export scope,Fragment 2
Created,27/06/2013,07:31
Note,

Lap #,Timestamp (s),Distance (m),Distance (km),Locked satellites,Latitude (deg),Longitude (deg),Speed (m/s),Speed (kph),Speed (mph),Altitude (m),Bearing (deg),Longitudinal Acceleration (G),Lateral Acceleration (G),X-position (m),Y-position (m),RPM (rpm),Throttle Position (%),Trap name
36,43756.400,5138.803,5.138803,9,52.3882800,4.5427400,30.48,109.71,68.17,4.10,70.07,0.26,-0.04,201.78,100.82,,,
36,43756.600,5144.921,5.144921,9,52.3882983,4.5428250,30.49,109.77,68.21,4.30,70.37,0.01,-0.08,207.55,102.86,,,
36,43756.800,5150.980,5.150980,9,52.3883150,4.5429100,30.31,109.12,67.80,4.50,71.09,-0.09,-0.19,213.32,104.71,,,
36,43757.000,5157.038,5.157038,9,52.3883317,4.5429950,30.86,111.10,69.04,4.70,71.62,0.28,-0.15,219.09,106.56,,,
36,43757.200,5163.205,5.163205,9,52.3883483,4.5430817,31.29,112.64,69.99,4.80,72.05,0.22,-0.12,224.97,108.42,,,
36,43757.400,5169.479,5.169479,8,52.3883650,4.5431700,31.75,114.31,71.03,4.90,72.85,0.24,-0.23,230.96,110.27,,,
36,43757.600,5175.862,5.175862,8,52.3883817,4.5432600,32.06,115.43,71.73,5.00,74.04,0.16,-0.34,237.07,112.12,,,
36,43757.800,5182.257,5.182257,9,52.3883950,4.5433517,32.50,116.99,72.69,5.10,74.77,0.22,-0.21,243.29,113.60,,,
36,43758.000,5188.807,5.188807,9,52.3884100,4.5434450,32.83,118.18,73.43,5.10,75.80,0.17,-0.30,249.63,115.27,,,
36,43758.200,5195.422,5.195422,9,52.3884233,4.5435400,33.34,120.01,74.57,5.20,77.16,0.26,-0.40,256.07,116.75,,,
36,43758.400,5202.220,5.202220,9,52.3884350,4.5436383,33.71,121.36,75.41,5.10,78.12,0.19,-0.29,262.75,118.05,,,
36,43758.600,5208.985,5.208985,9,52.3884450,4.5437367,34.10,122.75,76.27,5.00,80.09,0.20,-0.60,269.42,119.16,,,
36,43758.800,5215.974,5.215974,8,52.3884550,4.5438383,34.54,124.36,77.27,4.90,81.11,0.23,-0.31,276.32,120.28,,,
36,43759.000,5223.047,5.223047,8,52.3884633,4.5439417,35.00,125.99,78.29,4.80,82.50,0.23,-0.43,283.33,121.20,,,
36,43759.200,5230.099,5.230099,8,52.3884700,4.5440450,35.28,126.99,78.91,4.60,84.61,0.14,-0.66,290.34,121.94,,,
36,43759.400,5237.234,5.237234,9,52.3884733,4.5441500,35.69,128.49,79.84,4.50,86.11,0.21,-0.48,297.47,122.31,,,
36,43759.600,5244.475,5.244475,9,52.3884750,4.5442567,36.16,130.16,80.88,4.20,87.98,0.24,-0.60,304.71,122.50,,,
36,43759.800,5251.829,5.251829,9,52.3884767,4.5443650,36.59,131.71,81.84,3.90,89.29,0.22,-0.43,312.06,122.69,,,
36,43760.000,5259.068,5.259068,9,52.3884767,4.5444717,36.99,133.18,82.75,3.70,91.18,0.21,-0.62,319.30,122.69,,,
36,43760.200,5266.542,5.266542,9,52.3884733,4.5445817,37.44,134.79,83.75,3.30,92.76,0.23,-0.53,326.76,122.31,,,
36,43760.400,5274.016,5.274016,9,52.3884700,4.5446917,37.83,136.18,84.62,3.00,94.63,0.20,-0.63,334.23,121.94,,,
36,43760.600,5281.630,5.281630,9,52.3884633,4.5448033,38.31,137.92,85.70,2.60,96.13,0.25,-0.51,341.81,121.20,,,
36,43760.800,5289.377,5.289377,9,52.3884550,4.5449167,38.68,139.23,86.52,2.20,97.40,0.19,-0.44,349.50,120.28,,,
36,43761.000,5297.236,5.297236,9,52.3884467,4.5450317,39.08,140.70,87.42,1.80,98.34,0.21,-0.33,357.30,119.35,,,
36,43761.200,5305.147,5.305147,9,52.3884350,4.5451467,39.59,142.53,88.56,1.30,99.81,0.26,-0.52,365.11,118.05,,,
36,43761.400,5313.202,5.313202,9,52.3884217,4.5452633,39.90,143.66,89.26,0.90,100.76,0.16,-0.34,373.02,116.57,,,
36,43761.600,5321.146,5.321146,9,52.3884083,4.5453783,40.41,145.48,90.39,0.40,101.17,0.26,-0.15,380.83,115.09,,,
36,43761.800,5329.348,5.329348,9,52.3883933,4.5454967,40.73,146.64,91.12,-0.10,101.50,0.17,-0.12,388.86,113.42,,,
36,43762.000,5337.439,5.337439,9,52.3883783,4.5456133,40.73,146.62,91.11,-0.60,101.48,-0.00,0.01,396.78,111.75,,,
36,43762.200,5345.605,5.345605,9,52.3883650,4.5457317,40.75,146.71,91.16,-1.00,101.60,0.01,-0.04,404.81,110.27,,,
36,43762.400,5353.807,5.353807,8,52.3883500,4.5458500,41.08,147.90,91.90,-1.50,101.23,0.17,0.14,412.84,108.60,,,
36,43762.600,5362.120,5.362120,8,52.3883350,4.5459700,41.36,148.90,92.52,-1.80,100.51,0.14,0.27,420.98,106.93,,,
36,43762.800,5370.366,5.370366,9,52.3883233,4.5460900,41.69,150.09,93.26,-2.00,98.84,0.17,0.62,429.12,105.64,,,
36,43763.000,5378.674,5.378674,9,52.3883150,4.5462117,41.96,151.05,93.86,-2.30,97.17,0.14,0.62,437.38,104.71,,,
36,43763.200,5387.095,5.387095,9,52.3883067,4.5463350,42.14,151.70,94.26,-2.50,95.02,0.09,0.81,445.75,103.78,,,
36,43763.400,5395.586,5.395586,9,52.3883033,4.5464600,42.36,152.49,94.75,-2.70,92.46,0.11,0.96,454.23,103.41,,,
36,43763.600,5404.071,5.404071,9,52.3883017,4.5465850,42.62,153.44,95.34,-3.00,90.45,0.13,0.76,462.72,103.23,,,
36,43763.800,5412.562,5.412562,9,52.3883050,4.5467100,42.71,153.75,95.54,-3.20,87.91,0.04,0.97,471.20,103.60,,,
36,43764.000,5421.176,5.421176,9,52.3883100,4.5468367,42.74,153.85,95.60,-3.40,85.38,0.01,0.96,479.80,104.15,,,
36,43764.200,5429.822,5.429822,8,52.3883183,4.5469633,42.91,154.48,95.99,-3.50,82.83,0.09,0.97,488.39,105.08,,,
36,43764.400,5438.433,5.438433,8,52.3883317,4.5470883,43.02,154.88,96.24,-3.60,79.90,0.06,1.12,496.88,106.56,,,
36,43764.600,5447.006,5.447006,8,52.3883483,4.5472117,43.04,154.96,96.29,-3.60,77.65,0.01,0.86,505.25,108.42,,,
36,43764.800,5455.620,5.455620,8,52.3883667,4.5473350,43.31,155.92,96.88,-3.70,74.36,0.14,1.27,513.62,110.45,,,
36,43765.000,5464.167,5.464167,8,52.3883900,4.5474550,43.44,156.40,97.18,-3.70,71.32,0.07,1.18,521.76,113.05,,,
36,43765.200,5472.899,5.472899,9,52.3884183,4.5475750,43.31,155.90,96.87,-3.60,68.42,-0.07,1.12,529.90,116.20,,,
36,43765.400,5481.420,5.481420,9,52.3884467,4.5476917,43.42,156.33,97.14,-3.60,67.22,0.06,0.46,537.82,119.35,,,
36,43765.600,5490.265,5.490265,9,52.3884800,4.5478100,43.91,158.09,98.23,-3.60,64.53,0.25,1.05,545.85,123.06,,,
36,43765.800,5499.170,5.499170,9,52.3885167,4.5479267,44.14,158.90,98.74,-3.50,62.88,0.12,0.65,553.77,127.13,,,
36,43766.000,5507.975,5.507975,9,52.3885533,4.5480417,44.23,159.22,98.93,-3.40,61.35,0.04,0.60,561.57,131.21,,,
36,43766.200,5516.958,5.516958,9,52.3885933,4.5481567,44.43,159.94,99.38,-3.30,60.87,0.10,0.19,569.37,135.66,,,
36,43766.400,5525.850,5.525850,9,52.3886317,4.5482717,44.68,160.85,99.95,-3.00,61.39,0.13,-0.21,577.18,139.92,,,
36,43766.600,5534.942,5.534942,9,52.3886700,4.5483900,44.90,161.64,100.44,-2.80,62.42,0.11,-0.41,585.21,144.18,,,
36,43766.800,5543.948,5.543948,9,52.3887067,4.5485083,44.68,160.85,99.95,-2.50,63.80,-0.11,-0.55,593.24,148.26,,,
36,43767.000,5552.973,5.552973,9,52.3887417,4.5486283,44.02,158.48,98.47,-2.10,65.59,-0.34,-0.70,601.38,152.15,,,
36,43767.200,5561.742,5.561742,9,52.3887733,4.5487467,43.73,157.42,97.82,-1.60,66.99,-0.15,-0.54,609.41,155.67,,,
36,43767.400,5570.542,5.570542,9,52.3888033,4.5488667,43.33,156.00,96.93,-1.30,68.65,-0.20,-0.64,617.56,159.01,,,
36,43767.600,5579.102,5.579102,9,52.3888300,4.5489850,43.01,154.85,96.22,-0.90,70.00,-0.16,-0.52,625.59,161.97,,,
36,43767.800,5587.600,5.587600,9,52.3888550,4.5491033,42.70,153.73,95.53,-0.50,71.97,-0.16,-0.75,633.62,164.75,,,
36,43768.000,5596.147,5.596147,9,52.3888783,4.5492233,42.35,152.47,94.74,-0.10,73.60,-0.18,-0.61,641.76,167.35,,,
36,43768.200,5604.589,5.604589,9,52.3888983,4.5493433,41.91,150.87,93.74,0.30,76.28,-0.23,-1.00,649.90,169.57,,,
36,43768.400,5612.940,5.612940,9,52.3889150,4.5494633,41.40,149.05,92.61,0.70,78.19,-0.26,-0.70,658.05,171.43,,,
36,43768.600,5621.402,5.621402,9,52.3889317,4.5495850,41.21,148.35,92.18,1.20,79.51,-0.10,-0.48,666.30,173.28,,,
36,43768.800,5629.537,5.629537,8,52.3889433,4.5497033,40.90,147.25,91.50,1.60,80.79,-0.15,-0.47,674.33,174.58,,,
36,43769.000,5637.671,5.637671,8,52.3889550,4.5498217,40.81,146.92,91.29,2.00,82.01,-0.05,-0.44,682.36,175.87,,,
36,43769.200,5645.890,5.645890,8,52.3889650,4.5499417,40.80,146.88,91.27,2.40,83.37,-0.00,-0.49,690.51,176.99,,,
36,43769.400,5653.955,5.653955,9,52.3889717,4.5500600,40.93,147.34,91.56,2.70,85.08,0.07,-0.62,698.54,177.73,,,
36,43769.600,5662.117,5.662117,9,52.3889767,4.5501800,40.96,147.44,91.61,3.00,86.45,0.01,-0.50,706.68,178.28,,,
36,43769.800,5670.269,5.670269,9,52.3889800,4.5503000,41.20,148.33,92.17,3.20,87.78,0.13,-0.49,714.83,178.65,,,
36,43770.000,5678.421,5.678421,9,52.3889833,4.5504200,41.28,148.62,92.35,3.40,88.78,0.04,-0.37,722.97,179.02,,,
36,43770.200,5686.567,5.686567,9,52.3889850,4.5505400,41.03,147.70,91.77,3.50,89.47,-0.13,-0.25,731.11,179.21,,,
36,43770.400,5694.710,5.694710,9,52.3889850,4.5506600,40.72,146.58,91.08,3.60,90.41,-0.16,-0.34,739.26,179.21,,,
36,43770.600,5702.855,5.702855,9,52.3889833,4.5507800,40.42,145.53,90.43,3.70,91.05,-0.15,-0.23,747.40,179.02,,,
36,43770.800,5710.775,5.710775,9,52.3889817,4.5508967,39.43,141.96,88.21,3.70,91.58,-0.51,-0.19,755.32,178.84,,,
36,43771.000,5718.468,5.718468,9,52.3889800,4.5510100,37.97,136.68,84.93,3.70,91.78,-0.75,-0.07,763.01,178.65,,,
36,43771.200,5725.942,5.725942,9,52.3889767,4.5511200,36.55,131.57,81.75,3.60,92.75,-0.72,-0.32,770.47,178.28,,,
36,43771.400,5733.077,5.733077,9,52.3889733,4.5512250,35.60,128.18,79.65,3.60,93.39,-0.48,-0.20,777.60,177.91,,,
36,43771.600,5740.112,5.740112,9,52.3889683,4.5513283,34.69,124.90,77.61,3.50,93.80,-0.46,-0.13,784.61,177.36,,,
36,43771.800,5747.021,5.747021,9,52.3889650,4.5514300,33.73,121.42,75.45,3.30,94.11,-0.49,-0.09,791.51,176.99,,,
36,43772.000,5753.717,5.753717,9,52.3889600,4.5515283,32.76,117.95,73.29,3.20,94.67,-0.49,-0.16,798.18,176.43,,,
36,43772.200,5760.188,5.760188,9,52.3889550,4.5516233,31.94,114.97,71.44,3.10,95.79,-0.42,-0.32,804.63,175.87,,,
36,43772.400,5766.453,5.766453,9,52.3889483,4.5517150,30.75,110.71,68.79,2.90,96.80,-0.60,-0.28,810.85,175.13,,,
36,43772.600,5772.493,5.772493,9,52.3889417,4.5518033,29.81,107.32,66.69,2.80,98.43,-0.48,-0.43,816.85,174.39,,,
36,43772.800,5778.447,5.778447,9,52.3889333,4.5518900,29.15,104.95,65.22,2.70,100.63,-0.34,-0.57,822.73,173.46,,,
36,43773.000,5784.249,5.784249,9,52.3889217,4.5519733,28.90,104.04,64.65,2.40,103.37,-0.13,-0.70,828.38,172.17,,,
36,43773.200,5789.941,5.789941,9,52.3889100,4.5520550,28.71,103.34,64.21,2.20,106.14,-0.10,-0.71,833.93,170.87,,,
36,43773.400,5795.677,5.795677,9,52.3888933,4.5521350,28.47,102.49,63.68,1.90,109.20,-0.12,-0.77,839.36,169.02,,,
36,43773.600,5801.160,5.801160,9,52.3888750,4.5522100,28.28,101.82,63.27,1.70,111.99,-0.09,-0.70,844.45,166.98,,,
36,43773.800,5806.791,5.806791,9,52.3888533,4.5522850,28.32,101.93,63.34,1.40,115.33,0.02,-0.84,849.54,164.57,,,
36,43774.000,5812.403,5.812403,9,52.3888300,4.5523583,28.41,102.29,63.56,1.10,118.87,0.05,-0.89,854.51,161.97,,,
36,43774.200,5818.104,5.818104,9,52.3888017,4.5524283,28.40,102.23,63.52,0.80,122.35,-0.01,-0.88,859.26,158.82,,,
36,43774.400,5823.710,5.823710,9,52.3887733,4.5524967,28.70,103.32,64.20,0.60,125.98,0.15,-0.93,863.90,155.67,,,
36,43774.600,5829.443,5.829443,9,52.3887417,4.5525633,28.74,103.45,64.28,0.30,129.84,0.02,-0.99,868.43,152.15,,,
36,43774.800,5835.241,5.835241,9,52.3887067,4.5526267,29.10,104.77,65.10,0.00,133.36,0.19,-0.91,872.72,148.26,,,
36,43775.000,5841.136,5.841136,9,52.3886683,4.5526867,29.20,105.14,65.33,-0.40,137.26,0.05,-1.01,876.80,144.00,,,
36,43775.200,5847.015,5.847015,9,52.3886283,4.5527433,29.20,105.10,65.31,-0.70,140.88,-0.00,-0.94,880.64,139.55,,,
36,43775.400,5852.826,5.852826,9,52.3885867,4.5527950,29.22,105.19,65.36,-0.90,144.62,0.01,-0.97,884.15,134.92,,,
36,43775.600,5858.747,5.858747,9,52.3885417,4.5528417,28.68,103.25,64.16,-1.20,147.83,-0.28,-0.82,887.32,129.91,,,
36,43775.800,5864.551,5.864551,9,52.3884967,4.5528850,29.43,105.95,65.84,-1.50,152.05,0.38,-1.10,890.26,124.91,,,
36,43776.000,5870.522,5.870522,8,52.3884483,4.5529233,29.21,105.16,65.34,-1.80,155.40,-0.11,-0.87,892.86,119.53,,,
36,43776.200,5876.353,5.876353,8,52.3884000,4.5529567,29.49,106.17,65.97,-2.10,158.18,0.14,-0.73,895.12,114.16,,,
36,43776.400,5882.236,5.882236,9,52.3883500,4.5529850,29.35,105.67,65.66,-2.30,161.40,-0.07,-0.84,897.05,108.60,,,
36,43776.600,5888.049,5.888049,8,52.3883000,4.5530100,29.37,105.73,65.70,-2.60,163.39,0.01,-0.52,898.74,103.04,,,
36,43776.800,5893.979,5.893979,8,52.3882483,4.5530317,29.52,106.29,66.04,-2.80,166.97,0.08,-0.94,900.21,97.30,,,
36,43777.000,5900.017,5.900017,8,52.3881950,4.5530483,29.52,106.29,66.04,-2.90,170.17,0.00,-0.84,901.34,91.37,,,
36,43777.200,5906.000,5.906000,7,52.3881417,4.5530600,29.64,106.69,66.30,-2.90,173.24,0.06,-0.81,902.14,85.43,,,
36,43777.400,5911.957,5.911957,7,52.3880883,4.5530683,29.56,106.40,66.11,-3.00,175.83,-0.04,-0.68,902.70,79.50,,,
36,43777.600,5917.888,5.917888,7,52.3880350,4.5530700,29.42,105.92,65.81,-3.00,178.99,-0.07,-0.83,902.82,73.57,,,
36,43777.800,5923.634,5.923634,7,52.3879833,4.5530683,29.43,105.95,65.84,-3.00,181.85,0.01,-0.75,902.70,67.83,,,
36,43778.000,5929.582,5.929582,8,52.3879300,4.5530617,29.27,105.36,65.47,-3.00,184.69,-0.08,-0.74,902.25,61.90,,,
36,43778.200,5935.581,5.935581,8,52.3878767,4.5530483,28.92,104.12,64.70,-2.80,187.37,-0.18,-0.69,901.35,55.97,,,
36,43778.400,5941.397,5.941397,7,52.3878250,4.5530350,28.81,103.73,64.46,-2.70,189.73,-0.05,-0.60,900.44,50.22,,,
36,43778.600,5947.275,5.947275,7,52.3877733,4.5530167,29.56,106.42,66.12,-2.50,193.21,0.38,-0.92,899.20,44.48,,,
36,43778.800,5953.444,5.953444,7,52.3877200,4.5529917,29.52,106.27,66.03,-2.30,196.01,-0.02,-0.74,897.50,38.55,,,
36,43779.000,5959.290,5.959290,7,52.3876700,4.5529650,29.99,107.95,67.08,-2.00,199.16,0.24,-0.84,895.69,32.99,,,
36,43779.200,5965.465,5.965465,7,52.3876183,4.5529317,30.17,108.62,67.49,-1.80,202.46,0.09,-0.89,893.43,27.24,,,
36,43779.400,5971.771,5.971771,7,52.3875667,4.5528933,30.60,110.17,68.46,-1.60,204.88,0.22,-0.66,890.83,21.50,,,
36,43779.600,5978.009,5.978009,7,52.3875167,4.5528517,30.98,111.51,69.29,-1.50,207.15,0.19,-0.63,888.01,15.94,,,
36,43779.800,5984.352,5.984352,8,52.3874667,4.5528067,31.62,113.84,70.74,-1.20,208.87,0.33,-0.48,884.95,10.38,,,
36,43780.000,5990.649,5.990649,7,52.3874183,4.5527583,31.82,114.54,71.17,-1.10,210.50,0.10,-0.46,881.67,5.00,,,
36,43780.200,5997.104,5.997104,7,52.3873683,4.5527100,31.81,114.51,71.15,-0.90,211.86,-0.00,-0.38,878.39,-0.56,,,
36,43780.400,6003.521,6.003521,7,52.3873200,4.5526583,32.23,116.03,72.10,-0.70,213.08,0.22,-0.35,874.89,-5.93,,,
36,43780.600,6010.064,6.010064,7,52.3872717,4.5526033,32.56,117.23,72.84,-0.60,213.80,0.17,-0.21,871.15,-11.30,,,
36,43780.800,6016.824,6.016824,7,52.3872217,4.5525467,32.97,118.68,73.74,-0.40,213.96,0.20,-0.05,867.31,-16.86,,,
36,43781.000,6023.521,6.023521,6,52.3871717,4.5524917,33.40,120.23,74.71,-0.30,213.70,0.22,0.08,863.58,-22.42,,,
36,43781.200,6030.434,6.030434,6,52.3871200,4.5524350,33.53,120.69,75.00,-0.20,213.40,0.07,0.09,859.73,-28.17,,,
36,43781.400,6037.131,6.037131,6,52.3870700,4.5523800,33.39,120.21,74.70,-0.10,213.20,-0.07,0.06,856.00,-33.73,,,
36,43781.505,6040.646,6.040646,6,52.3870438,4.5523512,33.35,120.06,74.60,-0.10,212.72,-0.05,0.10,854.04,-36.64,,,Split 2
36,43781.600,6043.827,6.043827,6,52.3870200,4.5523250,33.31,119.92,74.51,-0.10,212.72,-0.04,0.14,852.27,-39.29,,,
36,43781.800,6050.617,6.050617,6,52.3869683,4.5522717,33.41,120.29,74.74,0.10,212.11,0.05,0.18,848.65,-45.03,,,
36,43782.000,6057.252,6.057252,6,52.3869183,4.5522183,33.07,119.07,73.98,0.10,211.45,-0.17,0.19,845.03,-50.59,,,
36,43782.200,6063.982,6.063982,6,52.3868667,4.5521667,33.09,119.12,74.02,0.10,210.71,0.01,0.22,841.52,-56.34,,,
36,43782.400,6070.654,6.070654,5,52.3868150,4.5521167,32.80,118.07,73.36,0.00,210.01,-0.15,0.20,838.13,-62.08,,,
36,43782.600,6077.053,6.077053,6,52.3867650,4.5520700,32.76,117.92,73.27,-0.10,209.54,-0.02,0.14,834.96,-67.64,,,
36,43782.800,6083.668,6.083668,6,52.3867133,4.5520217,32.52,117.08,72.75,-0.20,208.81,-0.12,0.21,831.69,-73.39,,,
36,43783.000,6090.229,6.090229,6,52.3866617,4.5519750,32.28,116.19,72.20,-0.30,207.47,-0.13,0.38,828.52,-79.13,,,
36,43783.200,6096.848,6.096848,6,52.3866083,4.5519317,32.09,115.53,71.79,-0.30,205.93,-0.09,0.44,825.58,-85.06,,,
36,43783.400,6103.086,6.103086,6,52.3865583,4.5518900,31.91,114.86,71.37,-0.30,204.32,-0.09,0.46,822.75,-90.62,,,
36,43783.600,6109.562,6.109562,6,52.3865050,4.5518517,31.87,114.73,71.29,-0.30,203.63,-0.02,0.20,820.15,-96.55,,,
36,43783.800,6115.822,6.115822,6,52.3864533,4.5518150,31.50,113.40,70.46,-0.30,203.20,-0.19,0.12,817.66,-102.30,,,
36,43784.000,6122.039,6.122039,6,52.3864017,4.5517800,31.19,112.27,69.76,-0.40,202.70,-0.16,0.14,815.29,-108.04,,,
36,43784.200,6128.085,6.128085,6,52.3863517,4.5517450,30.62,110.23,68.49,-0.40,202.77,-0.29,-0.02,812.91,-113.60,,,
36,43784.400,6134.088,6.134088,6,52.3863017,4.5517117,29.82,107.36,66.71,-0.50,202.92,-0.41,-0.04,810.65,-119.16,,,
36,43784.600,6139.748,6.139748,6,52.3862550,4.5516783,28.23,101.62,63.14,-0.60,203.49,-0.81,-0.14,808.39,-124.35,,,
36,43784.800,6145.240,6.145240,5,52.3862100,4.5516450,26.93,96.95,60.24,-0.70,204.30,-0.66,-0.19,806.13,-129.36,,,
36,43785.000,6150.347,6.150347,5,52.3861683,4.5516133,26.01,93.64,58.18,-0.80,205.39,-0.47,-0.25,803.98,-133.99,,,
36,43785.200,6155.337,6.155337,5,52.3861283,4.5515800,25.08,90.30,56.11,-0.80,206.55,-0.47,-0.26,801.72,-138.44,,,
36,43785.400,6160.327,6.160327,6,52.3860883,4.5515467,24.24,87.25,54.21,-0.80,208.39,-0.43,-0.40,799.45,-142.89,,,
36,43785.600,6165.046,6.165046,6,52.3860517,4.5515117,24.11,86.79,53.93,-0.80,210.73,-0.07,-0.50,797.08,-146.96,,,
36,43785.800,6169.944,6.169944,6,52.3860150,4.5514717,24.23,87.23,54.20,-0.80,214.22,0.06,-0.75,794.37,-151.04,,,
36,43786.000,6174.755,6.174755,6,52.3859800,4.5514300,24.08,86.67,53.86,-0.90,217.51,-0.08,-0.70,791.54,-154.93,,,
36,43786.200,6179.557,6.179557,6,52.3859467,4.5513850,24.56,88.43,54.95,-1.00,221.16,0.25,-0.80,788.48,-158.64,,,
36,43786.400,6184.582,6.184582,6,52.3859133,4.5513350,24.73,89.02,55.32,-1.10,224.64,0.08,-0.77,785.09,-162.34,,,
36,43786.600,6189.505,6.189505,6,52.3858833,4.5512817,24.84,89.41,55.56,-1.30,228.28,0.06,-0.80,781.47,-165.68,,,
36,43786.800,6194.476,6.194476,6,52.3858550,4.5512250,25.22,90.80,56.42,-1.50,231.31,0.20,-0.68,777.63,-168.83,,,
36,43787.000,6199.422,6.199422,6,52.3858283,4.5511667,25.34,91.21,56.68,-1.70,236.03,0.06,-1.06,773.67,-171.80,,,
36,43787.200,6204.443,6.204443,6,52.3858050,4.5511033,25.64,92.29,57.34,-1.80,239.69,0.15,-0.83,769.37,-174.39,,,
36,43787.400,6209.569,6.209569,7,52.3857833,4.5510367,25.86,93.10,57.85,-1.90,242.70,0.12,-0.69,764.85,-176.80,,,
36,43787.600,6214.814,6.214814,7,52.3857633,4.5509667,26.18,94.25,58.56,-2.00,246.72,0.16,-0.94,760.10,-179.02,,,
36,43787.800,6219.956,6.219956,7,52.3857483,4.5508950,26.42,95.12,59.10,-2.30,249.86,0.12,-0.74,755.23,-180.69,,,
36,43788.000,6225.149,6.225149,7,52.3857350,4.5508217,26.33,94.80,58.91,-2.40,254.18,-0.04,-1.01,750.26,-182.17,,,
36,43788.200,6230.402,6.230402,7,52.3857233,4.5507467,26.13,94.08,58.46,-2.50,257.39,-0.10,-0.75,745.17,-183.47,,,
36,43788.400,6235.687,6.235687,7,52.3857150,4.5506700,25.91,93.27,57.95,-2.50,259.85,-0.12,-0.57,739.96,-184.40,,,
36,43788.600,6240.831,6.240831,8,52.3857083,4.5505950,25.51,91.82,57.06,-2.50,261.89,-0.20,-0.46,734.87,-185.14,,,
36,43788.800,6246.063,6.246063,8,52.3857033,4.5505183,25.20,90.73,56.38,-2.40,264.08,-0.15,-0.49,729.67,-185.70,,,
36,43789.000,6251.184,6.251184,7,52.3856983,4.5504433,24.87,89.54,55.64,-2.30,265.58,-0.17,-0.33,724.58,-186.25,,,
36,43789.200,6256.164,6.256164,7,52.3856967,4.5503700,24.57,88.45,54.96,-2.20,268.77,-0.15,-0.70,719.60,-186.44,,,
36,43789.400,6261.145,6.261145,8,52.3856983,4.5502967,24.91,89.67,55.72,-2.00,271.89,0.17,-0.69,714.63,-186.25,,,
36,43789.600,6266.135,6.266135,8,52.3857017,4.5502233,25.19,90.67,56.34,-2.10,275.47,0.14,-0.80,709.65,-185.88,,,
36,43789.800,6271.256,6.271256,8,52.3857067,4.5501483,25.48,91.73,57.00,-2.10,277.26,0.15,-0.41,704.56,-185.32,,,
36,43790.000,6276.429,6.276429,8,52.3857150,4.5500733,25.83,92.99,57.78,-2.10,280.05,0.18,-0.64,699.47,-184.40,,,
36,43790.200,6281.603,6.281603,8,52.3857233,4.5499983,26.28,94.60,58.78,-2.10,281.83,0.23,-0.42,694.38,-183.47,,,
36,43790.400,6286.924,6.286924,8,52.3857333,4.5499217,26.64,95.91,59.60,-2.00,283.18,0.19,-0.32,689.18,-182.36,,,
36,43790.600,6292.286,6.292286,6,52.3857450,4.5498450,26.93,96.93,60.23,-2.00,284.51,0.14,-0.32,683.97,-181.06,,,
36,43790.800,6297.587,6.297587,7,52.3857583,4.5497700,27.07,97.45,60.55,-2.10,285.71,0.07,-0.29,678.88,-179.58,,,
36,43791.000,6303.051,6.303051,8,52.3857733,4.5496933,27.04,97.36,60.50,-2.10,286.72,-0.01,-0.24,673.68,-177.91,,,
36,43791.200,6308.244,6.308244,8,52.3857867,4.5496200,26.92,96.90,60.21,-2.10,287.56,-0.07,-0.20,668.70,-176.43,,,
36,43791.400,6313.601,6.313601,8,52.3858017,4.5495450,26.70,96.10,59.72,-2.10,288.65,-0.11,-0.26,663.61,-174.76,,,
36,43791.600,6318.806,6.318806,8,52.3858183,4.5494733,26.49,95.38,59.27,-2.10,289.93,-0.10,-0.30,658.75,-172.91,,,
36,43791.800,6324.184,6.324184,8,52.3858367,4.5494000,26.59,95.71,59.47,-2.10,291.51,0.05,-0.37,653.77,-170.87,,,
36,43792.000,6329.562,6.329562,8,52.3858550,4.5493267,26.77,96.36,59.88,-2.00,292.77,0.09,-0.30,648.80,-168.83,,,
36,43792.200,6334.836,6.334836,8,52.3858733,4.5492550,26.88,96.77,60.13,-2.00,294.11,0.06,-0.32,643.93,-166.79,,,
36,43792.400,6340.264,6.340264,8,52.3858950,4.5491833,27.14,97.69,60.70,-2.00,295.50,0.13,-0.34,639.07,-164.38,,,
36,43792.600,6345.691,6.345691,8,52.3859167,4.5491117,27.22,98.01,60.90,-2.00,296.89,0.04,-0.34,634.20,-161.97,,,
36,43792.800,6351.104,6.351104,8,52.3859400,4.5490417,27.03,97.30,60.46,-2.00,298.20,-0.10,-0.31,629.45,-159.38,,,
36,43793.000,6356.418,6.356418,8,52.3859633,4.5489733,26.68,96.04,59.68,-2.00,299.37,-0.18,-0.28,624.82,-156.78,,,
36,43793.200,6361.729,6.361729,8,52.3859883,4.5489067,25.99,93.56,58.14,-1.90,300.15,-0.35,-0.18,620.29,-154.00,,,
36,43793.400,6366.847,6.366847,8,52.3860133,4.5488433,25.49,91.77,57.02,-2.00,301.64,-0.25,-0.34,615.99,-151.23,,,
36,43793.600,6371.868,6.371868,8,52.3860367,4.5487800,24.82,89.36,55.53,-1.90,302.94,-0.34,-0.29,611.69,-148.63,,,
36,43793.800,6376.601,6.376601,8,52.3860600,4.5487217,23.76,85.53,53.14,-2.00,303.84,-0.54,-0.19,607.74,-146.04,,,
36,43794.000,6381.240,6.381240,8,52.3860833,4.5486650,22.94,82.58,51.31,-2.10,305.21,-0.42,-0.28,603.89,-143.44,,,
